Locality,Zip Code,Province,Type of Property,Subtype of Property,Price,Number of Rooms,Livable Space (m2),Fully Equipped Kitchen,Furnished,Open Fire,Terrace,Terrace Area (m2),Garden,Garden Area (m2),Swimming Pool,Surface of the Land (m2),Number of Facades,PEB,Primary Energy Consumption (kWh/m2),State of the Building,Subtype of Property_Grouped
Sint-denijs-westrem,9051,Province of East Flanders,Apartment,apartment,135000,1,63,1,0,0,0,0,0,0,0,0,2,D,373,Good,Apartments
Haasdonk,9120,Province of East Flanders,House,villa,1195000,3,301,0,0,1,0,0,0,0,0,4105,4,C,294,As new,Luxury Properties
Hermeton-sur-meuse,5540,Province of Namur,House,house,520000,3,310,1,0,0,1,51,0,0,0,0,4,Not specified,317,Not specified,Houses
Liege,4020,Province of Liège,Apartment,apartment,148000,2,91,0,0,0,1,3,0,0,0,0,2,C,224,Good,Apartments
Dendermonde,9200,Province of East Flanders,House,house,515000,5,308,0,0,0,1,60,1,2800,0,4575,4,E,499,To renovate,Houses
Laarne,9270,Province of East Flanders,House,house,349000,2,110,1,0,0,0,0,1,600,0,793,3,C,264,As new,Houses
Grimbergen,1850,Province of Flemish Brabant,House,mansion,790000,4,430,1,0,1,0,0,0,0,0,628,2,C,291,Not specified,Luxury Properties
Westmalle,2390,Province of Antwerp,House,villa,695000,3,236,0,0,0,0,0,0,0,0,1100,4,B,189,Not specified,Luxury Properties
Gent,9000,Province of East Flanders,House,house,675000,6,258,0,0,0,0,0,0,0,0,136,0,E,462,To renovate,Houses
Oostrozebeke,8780,Province of West Flanders,Apartment,apartment,149000,3,115,1,0,0,1,7,0,0,0,0,2,C,294,Good,Apartments
Lint,2547,Province of Antwerp,House,house,799000,6,290,1,0,0,0,0,0,0,0,393,2,B,141,Good,Houses
Brugge,8000,Province of West Flanders,House,house,1250000,5,306,0,0,0,0,0,0,0,0,1382,4,A,94,Good,Houses
Ronse,9600,Province of East Flanders,House,house,389000,4,200,1,0,0,1,23,1,180,0,181,2,A,44,As new,Houses
Saint-josse-ten-noode,1210,Brussels-Capital Region,Apartment,apartment,159000,1,62,0,0,0,1,2,0,0,0,0,2,E,247,To renovate,Apartments
Nieuwpoort,8620,Province of West Flanders,House,villa,675000,4,302,0,0,1,1,1,1,1,0,705,4,C,317,Not specified,Luxury Properties
Forest,1190,Brussels-Capital Region,House,house,850000,4,227,1,0,0,1,24,0,0,0,95,2,E,229,As new,Houses
Soiron,4861,Province of Liège,House,farmhouse,799000,3,532,1,0,0,0,0,0,0,0,21000,4,E,354,To renovate,Houses
Beersel,1653,Province of Flemish Brabant,House,villa,735000,4,257,0,0,0,0,0,0,0,0,2126,4,F,657,Not specified,Luxury Properties
Drogenbos,1620,Province of Flemish Brabant,House,apartment-block,449000,3,159,1,0,0,1,9,1,115,0,202,3,E,451,Good,Specialized Properties
Amay,4540,Province of Liège,House,house,149000,4,180,1,0,0,0,0,1,269,0,482,3,F,472,To renovate,Houses
Tervuren,3080,Province of Flemish Brabant,House,apartment-block,750000,5,244,0,0,0,0,0,0,0,0,385,3,C,250,Not specified,Specialized Properties
La-louviere,7100,Province of Hainaut,House,house,268000,3,122,0,0,0,0,0,1,870,0,1158,2,E,372,Good,Houses
Ronse,9600,Province of East Flanders,House,house,145000,2,130,0,0,0,0,0,0,0,0,130,4,F,638,To renovate,Houses
Heist-op-den-berg-itegem,2222,Province of Antwerp,House,exceptional-property,1285000,4,388,1,0,0,1,100,0,0,1,1007,4,B,146,As new,Luxury Properties
Oostende,8400,Province of West Flanders,Apartment,apartment,169000,2,85,0,0,0,1,5,0,0,0,0,0,D,340,To be done up,Apartments
Hoogstraten,2328,Province of Antwerp,House,house,849000,5,411,0,0,0,0,0,0,0,0,1760,4,B,138,As new,Houses
Lasne,1380,Province of Walloon Brabant,House,villa,1295000,4,250,0,0,0,0,0,0,0,0,5236,4,D,329,As new,Luxury Properties
Laeken,1020,Brussels-Capital Region,Apartment,apartment,259000,2,96,1,0,0,1,3,0,0,0,0,2,G,845,As new,Apartments
Oostende,8400,Province of West Flanders,Apartment,flat-studio,149000,1,34,0,1,0,0,0,0,0,0,0,0,B,156,Good,Apartments
Wolvertem-meise,1861,Province of Flemish Brabant,House,house,850000,5,289,0,0,0,0,0,0,0,1,1020,4,B,175,Not specified,Houses
Hoegaarden,3320,Province of Flemish Brabant,House,villa,1295000,2,522,0,0,0,0,0,0,0,1,2508,4,B,132,As new,Luxury Properties
Antwerpen,2018,Province of Antwerp,Apartment,ground-floor,295000,1,55,1,0,0,0,0,1,27,0,0,2,C,265,Just renovated,Apartments
Beauraing,5570,Province of Namur,House,house,150000,3,83,0,0,0,1,20,0,0,0,242,2,G,608,To be done up,Houses
Kraainem,1950,Province of Flemish Brabant,House,house,880000,5,273,0,0,0,1,25,1,260,0,353,3,B,175,Good,Houses
Lo-reninge,8647,Province of West Flanders,House,house,899000,4,313,0,0,0,0,0,1,3513,0,5657,4,B,182,Good,Houses
Petit-enghien,7850,Province of Hainaut,House,house,1295000,6,350,1,0,0,0,0,0,0,1,2857,4,B,143,As new,Houses
Deurne,2100,Province of Antwerp,Apartment,apartment,189500,2,95,1,0,0,1,3,0,0,0,0,0,B,172,To be done up,Apartments
Wepion,5100,Province of Namur,House,villa,750000,5,294,0,0,1,1,76,0,0,0,2136,4,D,298,Not specified,Luxury Properties
Bissegem,8501,Province of West Flanders,House,house,995000,3,260,1,0,0,1,50,0,0,0,0,0,A,34,As new,Houses
De-panne,8660,Province of West Flanders,Apartment,apartment,295000,2,88,1,0,0,0,0,0,0,0,0,0,D,341,Good,Apartments
Turnhout,2300,Province of Antwerp,Apartment,apartment,199000,1,62,1,0,0,1,11,0,0,0,0,2,A,100,Just renovated,Apartments
Zaventem,1930,Province of Flemish Brabant,House,house,615000,4,235,1,0,0,1,50,1,150,0,253,3,A,100,As new,Houses
Oupeye,4680,Province of Liège,Apartment,apartment,159000,1,76,1,0,0,1,4,0,0,0,0,2,E,378,To be done up,Apartments
Wezembeek-oppem,1970,Province of Flemish Brabant,House,villa,925000,4,420,0,0,1,1,1,1,600,0,987,4,D,315,Good,Luxury Properties
Uccle,1180,Brussels-Capital Region,House,villa,1375000,4,240,1,0,0,0,0,0,0,0,1271,4,G,375,Good,Luxury Properties
Antwerpen,2000,Province of Antwerp,Apartment,apartment,1090000,3,206,1,0,0,1,23,0,0,0,0,3,B,112,As new,Apartments
Klemskerke,8420,Province of West Flanders,Apartment,apartment,145000,1,39,0,0,0,1,4,0,0,0,0,0,D,371,As new,Apartments
Boechout,2530,Province of Antwerp,Apartment,apartment,199000,2,80,0,0,0,1,2,0,0,0,0,3,C,233,Good,Apartments
Libramont-chevigny,6800,Province of Luxembourg,Apartment,apartment,159000,2,75,0,0,0,0,0,0,0,0,0,0,B,114,Good,Apartments
Laeken,1020,Brussels-Capital Region,House,villa,795000,5,225,1,0,0,1,30,1,400,0,794,4,E,241,Good,Luxury Properties
Brasschaat,2930,Province of Antwerp,House,villa,1185000,5,332,1,0,1,1,44,0,0,0,1561,2,B,165,Good,Luxury Properties
Dilsen-stokkem,3650,Province of Limburg,House,country-cottage,1390000,6,466,0,0,0,0,0,0,0,0,18796,4,B,157,As new,Houses
Tournai,7500,Province of Hainaut,Apartment,apartment,1350000,3,350,0,0,1,1,50,0,0,0,0,0,A,70,Not specified,Apartments
Izegem,8870,Province of West Flanders,House,house,159000,2,151,0,0,0,0,0,0,0,0,256,0,F,1184,To renovate,Houses
Hoboken,2660,Province of Antwerp,Apartment,apartment,199000,2,104,1,0,0,1,8,0,0,0,0,2,B,167,Good,Apartments
Ottignies,1340,Province of Walloon Brabant,House,house,795000,5,300,1,0,0,1,40,1,1900,0,2026,4,C,188,As new,Houses
Antwerpen,2018,Province of Antwerp,House,house,1195000,7,464,0,0,0,0,0,0,0,0,235,2,C,272,To be done up,Houses
Bredene,8450,Province of West Flanders,House,villa,460000,3,184,1,0,0,0,0,0,0,0,600,0,B,180,Good,Luxury Properties
Tamines,5060,Province of Namur,House,house,160000,2,110,0,0,0,1,9,0,0,0,161,2,D,290,Good,Houses
Huy,4500,Province of Liège,Apartment,duplex,225000,3,92,0,0,0,0,0,0,0,0,0,2,C,198,Good,Apartments
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,1500000,3,274,1,0,0,0,0,0,0,0,0,0,E,214,As new,Apartments
Ixelles,1050,Brussels-Capital Region,House,exceptional-property,930000,5,279,1,0,0,0,0,1,480,0,1147,3,G,534,To renovate,Luxury Properties
Sint-niklaas,9100,Province of East Flanders,Apartment,ground-floor,209900,2,80,1,0,0,0,0,0,0,0,0,2,B,192,Just renovated,Apartments
Lint,2547,Province of Antwerp,House,villa,1275000,4,323,0,0,1,0,0,0,0,1,1611,4,B,197,Good,Luxury Properties
Ladeuze,7950,Province of Hainaut,House,villa,215000,3,136,0,0,0,0,0,1,1080,0,1080,4,G,563,To renovate,Luxury Properties
Uccle,1180,Brussels-Capital Region,Apartment,triplex,345000,2,83,1,0,0,0,0,0,0,0,0,2,C,148,As new,Apartments
Antwerpen,2000,Province of Antwerp,Apartment,apartment,1600000,2,240,0,0,0,0,0,0,0,0,0,0,C,203,As new,Apartments
Uccle,1180,Brussels-Capital Region,House,villa,1595000,4,330,1,0,0,1,160,1,2600,0,3900,4,G,545,To renovate,Luxury Properties
Lasne,1380,Province of Walloon Brabant,House,villa,1290000,4,340,1,0,1,1,1,1,1900,0,2100,4,C,317,As new,Luxury Properties
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,495000,2,126,1,0,0,0,0,0,0,0,0,2,F,297,Good,Apartments
Leuven,3000,Province of Flemish Brabant,Apartment,flat-studio,209999,1,24,1,0,0,0,0,0,0,0,0,1,C,219,As new,Apartments
Brakel,9660,Province of East Flanders,House,house,160000,3,138,0,0,0,0,0,0,0,0,337,0,F,1088,To renovate,Houses
Kraainem,1950,Province of Flemish Brabant,House,house,980000,5,245,1,0,0,1,15,1,660,0,800,4,E,412,Good,Houses
Seraing,4100,Province of Liège,House,house,165000,3,82,0,0,0,0,0,1,63,0,150,2,D,270,Just renovated,Houses
Kieldrecht,9130,Province of East Flanders,House,house,185000,3,127,1,0,0,0,0,1,31,0,90,2,F,708,Good,Houses
Luingne,7700,Province of Hainaut,House,villa,845000,6,450,0,0,0,0,0,0,0,0,1963,4,A,53,Not specified,Luxury Properties
Woluwe-saint-pierre,1150,Brussels-Capital Region,Apartment,apartment,1450000,3,330,1,0,0,1,40,0,0,0,0,2,E,271,As new,Apartments
Sint-niklaas,9100,Province of East Flanders,Apartment,apartment,209900,2,80,1,0,0,0,0,0,0,0,0,2,B,129,Just renovated,Apartments
Gentbrugge,9050,Province of East Flanders,Apartment,apartment,160000,1,43,1,0,0,0,0,0,0,0,0,2,C,233,Good,Apartments
Turnhout,2300,Province of Antwerp,House,villa,1590000,3,419,0,0,1,0,0,0,0,0,20671,4,B,183,As new,Luxury Properties
Dendermonde,9200,Province of East Flanders,Apartment,apartment,210000,2,85,0,0,0,0,0,0,0,0,0,2,B,115,Good,Apartments
Ixelles,1050,Brussels-Capital Region,Apartment,apartment,1450000,3,300,1,0,0,0,0,0,0,0,0,2,C,133,Just renovated,Apartments
Warzee,4590,Province of Liège,House,house,169000,3,125,0,0,1,1,70,1,650,0,829,3,G,608,To renovate,Houses
Uccle,1180,Brussels-Capital Region,Apartment,ground-floor,212000,1,63,1,0,0,1,7,0,0,0,0,0,C,144,To be done up,Apartments
Linkebeek,1630,Province of Flemish Brabant,House,mixed-use-building,920000,9,400,0,0,0,1,2,1,104,0,295,2,E,401,To be done up,Specialized Properties
Lasne,1380,Province of Walloon Brabant,House,house,1690000,4,355,1,0,0,0,0,0,0,1,4800,4,D,315,Good,Houses
Schaerbeek,1030,Brussels-Capital Region,House,apartment-block,550000,4,275,1,0,0,1,8,1,15,0,85,0,Not specified,317,Not specified,Specialized Properties
Geluwe,8940,Province of West Flanders,House,house,169000,3,165,1,0,0,0,0,0,0,0,250,0,E,456,To renovate,Houses
Roeselare,8800,Province of West Flanders,House,house,545000,3,298,0,0,0,0,0,0,0,0,1150,4,D,354,As new,Houses
Heusden,9070,Province of East Flanders,House,villa,1150000,5,360,1,0,1,1,60,1,746,1,746,4,B,153,As new,Luxury Properties
Saint-nicolas,4420,Province of Liège,House,house,249000,3,124,1,0,0,1,35,1,20,0,171,3,D,300,Good,Houses
Waterloo,1410,Province of Walloon Brabant,House,mixed-use-building,585000,4,485,1,0,0,0,0,0,0,0,348,2,D,291,To renovate,Specialized Properties
Sint-andries,8200,Province of West Flanders,Apartment,apartment,229000,2,97,0,0,0,0,0,0,0,0,0,0,C,252,Good,Apartments
Wetteren,9230,Province of East Flanders,House,house,169000,2,56,0,0,0,1,22,1,108,0,190,2,F,824,Good,Houses
Scheldewindeke,9860,Province of East Flanders,House,house,585000,4,256,1,0,0,1,18,0,0,0,590,2,Not specified,317,Good,Houses
Vilvoorde,1800,Province of Flemish Brabant,Apartment,penthouse,525000,3,215,1,0,0,0,0,0,0,0,0,2,B,123,As new,Apartments
Braine-lalleud,1420,Province of Walloon Brabant,Apartment,apartment,230000,1,92,1,0,0,1,2,0,0,0,0,3,B,146,Good,Apartments
Amay,4540,Province of Liège,House,villa,595000,6,296,1,0,0,1,60,1,3000,0,3108,4,B,118,As new,Luxury Properties
Gedinne-malvoisin,5575,Province of Namur,House,house,220000,4,158,1,0,0,1,20,1,400,0,560,4,E,413,As new,Houses
Boom,2850,Province of Antwerp,Apartment,apartment,229000,3,126,1,0,0,1,14,0,0,0,0,0,D,359,Good,Apartments
Uccle,1180,Brussels-Capital Region,House,house,785000,4,243,1,0,0,1,23,1,80,0,0,0,E,228,Not specified,Houses
Merelbeke,9820,Province of East Flanders,Apartment,flat-studio,169000,1,50,1,0,0,0,0,0,0,0,0,0,C,246,To be done up,Apartments
Wulpen,8670,Province of West Flanders,House,house,799000,4,370,0,0,0,0,0,0,0,0,2042,0,B,193,Good,Houses
Vilvoorde,1800,Province of Flemish Brabant,Apartment,apartment,525000,3,215,1,0,0,0,0,0,0,0,0,2,B,123,As new,Apartments
Waregem,8790,Province of West Flanders,House,villa,498000,3,150,1,0,1,0,0,0,0,0,861,4,B,317,Not specified,Luxury Properties
Mortsel,2640,Province of Antwerp,Apartment,apartment,235000,1,68,1,0,0,1,14,1,21,0,0,0,B,106,Good,Apartments
Deerlijk,8540,Province of West Flanders,Apartment,apartment,170000,1,67,0,0,0,0,0,0,0,0,0,0,D,341,Good,Apartments
Bruxelles,1000,Brussels-Capital Region,Apartment,loft,595000,2,227,1,0,0,1,6,0,0,0,0,3,E,268,As new,Specialized Properties
Seraing,4101,Province of Liège,House,house,215000,4,117,0,0,0,1,24,1,31,0,104,2,D,328,Good,Houses
Ingelmunster,8770,Province of West Flanders,House,house,170000,3,147,1,0,0,0,0,0,0,0,123,0,E,471,To renovate,Houses
Antwerpen,2000,Province of Antwerp,Apartment,loft,1100000,3,300,1,0,0,1,50,0,0,0,0,2,C,317,As new,Specialized Properties
Berendrecht,2040,Province of Antwerp,House,house,275000,3,152,1,0,0,0,0,1,751,0,751,0,E,436,To renovate,Houses
Braine-le-chateau,1440,Province of Walloon Brabant,House,house,970000,3,220,0,0,0,0,0,0,0,1,5091,4,C,249,As new,Houses
Avelgem,8580,Province of West Flanders,Apartment,apartment,174000,2,105,0,0,0,0,0,0,0,0,0,0,D,382,Good,Apartments
Gent,9000,Province of East Flanders,House,house,799999,5,200,0,0,0,0,0,0,0,0,931,3,Not specified,317,To renovate,Houses
Erondegem,9420,Province of East Flanders,House,villa,745000,3,453,1,0,1,0,0,0,0,0,1762,4,B,174,As new,Luxury Properties
Huy,4500,Province of Liège,Apartment,apartment,245000,2,86,0,0,0,1,9,0,0,0,0,4,B,153,Good,Apartments
Kontich,2550,Province of Antwerp,Apartment,apartment,249000,2,70,1,0,0,1,2,0,0,0,0,2,B,142,Just renovated,Apartments
Zomergem,9930,Province of East Flanders,House,house,539000,5,245,1,0,0,0,0,0,0,0,648,0,B,179,Good,Houses
Schaerbeek,1030,Brussels-Capital Region,House,mixed-use-building,425000,4,200,1,0,0,0,0,0,0,0,200,3,G,503,To renovate,Specialized Properties
Neder-over-heembeek,1120,Brussels-Capital Region,Apartment,ground-floor,175000,1,55,0,0,0,1,12,1,42,0,0,0,F,277,To renovate,Apartments
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,259000,1,80,1,0,0,0,0,0,0,0,0,0,C,104,Good,Apartments
Wezembeek-oppem,1970,Province of Flemish Brabant,House,house,524000,3,260,1,0,0,0,0,0,0,0,274,3,C,273,Not specified,Houses
Onze-lieve-vrouw-waver,2861,Province of Antwerp,House,house,512000,3,218,0,0,0,0,0,0,0,0,0,4,C,283,Good,Houses
Dendermonde,9200,Province of East Flanders,Apartment,service-flat,259000,1,57,1,0,0,1,10,0,0,0,0,0,A,77,Good,Apartments
Tervuren,3080,Province of Flemish Brabant,House,house,728000,4,302,0,0,0,0,0,0,0,0,320,3,C,240,Not specified,Houses
Saint-georges-sur-meuse,4470,Province of Liège,House,house,175000,2,95,0,0,0,0,0,1,120,0,260,3,E,416,To renovate,Houses
Vilvoorde,1800,Province of Flemish Brabant,Apartment,apartment,175000,1,73,0,0,0,0,0,0,0,0,0,2,F,558,Good,Apartments
Antwerpen,2000,Province of Antwerp,Apartment,apartment,349000,2,73,0,0,0,1,10,0,0,0,0,2,B,120,As new,Apartments
Aspelare,9404,Province of East Flanders,House,house,525100,3,251,0,0,0,0,0,0,0,0,650,0,A,19,Good,Houses
Tervuren,3080,Province of Flemish Brabant,House,house,1535000,2,337,0,0,0,0,0,0,0,0,3490,4,C,210,Not specified,Houses
Watermael-boitsfort,1170,Brussels-Capital Region,Apartment,apartment,265000,1,72,1,0,0,1,4,0,0,0,0,2,F,307,To be done up,Apartments
Ollignies,7866,Province of Hainaut,House,mixed-use-building,176000,2,75,0,0,0,0,0,1,40,0,115,0,C,199,To be done up,Specialized Properties
Neupre,4121,Province of Liège,House,house,595000,5,249,1,0,0,1,30,1,1546,0,1700,4,D,340,Good,Houses
Borgerhout,2140,Province of Antwerp,Apartment,penthouse,149500,1,48,1,0,0,1,20,0,0,0,0,0,E,468,Good,Apartments
Jemeppe,4101,Province of Liège,House,house,179000,4,200,0,0,0,1,15,1,45,0,155,0,G,529,To renovate,Houses
Braine-lalleud,1420,Province of Walloon Brabant,House,house,975000,7,465,1,0,1,0,0,1,477,0,1960,4,C,214,Good,Houses
Aspelare,9404,Province of East Flanders,House,house,543800,3,267,0,0,0,0,0,0,0,0,658,0,A,19,Good,Houses
Haaltert,9450,Province of East Flanders,Apartment,apartment,365000,2,114,0,0,0,1,25,0,0,0,0,0,B,109,Good,Apartments
Durbuy,6940,Province of Luxembourg,Apartment,apartment,179000,3,118,1,0,0,0,0,0,0,0,0,2,E,351,Good,Apartments
Aywaille,4920,Province of Liège,House,mixed-use-building,169000,2,110,1,1,0,1,14,0,0,0,85,2,E,414,Just renovated,Specialized Properties
Ukkel,1180,Brussels-Capital Region,House,house,560000,4,212,1,0,0,0,0,1,90,0,208,2,C,317,Good,Houses
Borgerhout,2140,Province of Antwerp,Apartment,apartment,149500,1,48,1,0,0,1,20,0,0,0,0,0,E,468,Good,Apartments
Marchin,4570,Province of Liège,House,house,529000,4,262,1,0,0,0,0,0,0,0,6303,4,F,508,Good,Houses
Liege,4000,Province of Liège,Apartment,apartment,265000,2,84,1,0,0,1,5,0,0,0,0,2,B,112,Good,Apartments
Liege,4020,Province of Liège,Apartment,apartment,265000,2,84,1,0,0,1,5,0,0,0,0,2,B,112,Good,Apartments
Rhode-saint-genese,1640,Province of Flemish Brabant,House,house,975000,7,465,1,0,1,0,0,1,477,0,1960,4,C,214,Good,Houses
Aspelare,9404,Province of East Flanders,House,house,547000,3,238,0,0,0,0,0,0,0,0,749,0,A,19,Good,Houses
Zeebrugge,8380,Province of West Flanders,Apartment,apartment,269000,2,81,0,0,0,0,0,0,0,0,0,0,A,76,Good,Apartments
Bredene,8450,Province of West Flanders,Apartment,apartment,179000,1,45,1,0,0,0,0,0,0,0,0,0,C,275,Good,Apartments
Antwerpen,2018,Province of Antwerp,House,mixed-use-building,549900,3,276,1,0,0,0,0,0,0,0,90,2,F,537,To be done up,Specialized Properties
Duffel,2570,Province of Antwerp,Apartment,apartment,272500,1,81,1,0,0,1,5,0,0,0,0,2,B,114,Just renovated,Apartments
Bredene,8450,Province of West Flanders,Apartment,apartment,179000,2,80,1,0,0,0,0,0,0,0,0,0,B,134,To be done up,Apartments
Linkebeek,1630,Province of Flemish Brabant,House,house,560000,4,212,1,0,0,0,0,1,90,0,208,2,C,300,Good,Houses
Landen,3400,Province of Flemish Brabant,House,house,285000,3,120,1,0,0,0,0,1,280,0,572,3,D,349,Good,Houses
Nivelles,1400,Province of Walloon Brabant,Apartment,apartment,275000,2,110,1,0,0,1,7,0,0,0,0,4,D,281,Good,Apartments
Leuven,3000,Province of Flemish Brabant,House,manor-house,1445000,4,321,1,0,0,1,25,0,0,0,192,2,Not specified,317,Not specified,Luxury Properties
Brye,6222,Province of Hainaut,House,house,560000,3,370,1,0,1,0,0,0,0,0,1376,3,E,410,Good,Houses
Wellin,6920,Province of Luxembourg,House,house,180000,4,172,1,0,0,0,0,1,588,0,588,3,F,443,To renovate,Houses
Houthulst,8650,Province of West Flanders,Apartment,apartment,519150,6,254,1,0,0,0,0,0,0,0,0,0,B,104,Good,Apartments
Brye,6222,Province of Hainaut,House,country-cottage,560000,3,370,1,0,1,0,0,0,0,0,1376,3,E,410,Good,Houses
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,170000,1,42,1,0,0,0,0,0,0,0,0,2,G,1206,Good,Apartments
Gent,9000,Province of East Flanders,House,house,209000,2,107,0,0,0,0,0,0,0,0,52,2,D,374,To be done up,Houses
Kluisbergen,9690,Province of East Flanders,Apartment,apartment,179000,1,95,0,0,0,0,0,0,0,0,0,2,C,317,Good,Apartments
Lochristi,9080,Province of East Flanders,House,house,345000,3,160,0,0,1,0,0,0,0,0,440,3,F,626,To renovate,Houses
Anzegem,8570,Province of West Flanders,Apartment,apartment,275000,2,116,0,0,0,0,0,0,0,0,0,0,C,205,Good,Apartments
Sint-niklaas,9100,Province of East Flanders,Apartment,apartment,275000,4,160,1,0,0,1,10,0,0,0,0,2,D,356,Good,Apartments
Izegem,8870,Province of West Flanders,Apartment,apartment,180000,2,69,1,0,0,0,0,0,0,0,0,0,B,157,Good,Apartments
Roeselare,8800,Province of West Flanders,House,house,589000,6,324,1,0,0,0,0,0,0,0,810,0,C,207,Good,Houses
Bastogne,6600,Province of Luxembourg,House,villa,565000,4,275,1,0,0,0,0,0,0,0,593,3,A,85,Just renovated,Luxury Properties
Saint-gilles,1060,Brussels-Capital Region,Apartment,flat-studio,185000,1,48,0,0,0,0,0,0,0,0,0,2,F,325,As new,Apartments
Duffel,2570,Province of Antwerp,Apartment,apartment,279000,1,87,1,0,0,1,7,0,0,0,0,2,B,140,Just renovated,Apartments
Destelbergen,9070,Province of East Flanders,Apartment,service-flat,180000,1,50,1,0,0,0,0,0,0,0,0,2,A,77,Good,Apartments
Bastogne,6600,Province of Luxembourg,House,house,565000,4,275,1,0,0,0,0,0,0,0,593,3,A,85,Just renovated,Houses
Lommel,3920,Province of Limburg,Apartment,duplex,316500,2,114,1,0,0,1,15,1,23,0,0,2,Not specified,317,Not specified,Apartments
Zoersel,2980,Province of Antwerp,House,house,799000,6,308,1,0,0,1,20,0,0,1,2616,4,B,194,As new,Houses
Baasrode,9200,Province of East Flanders,Apartment,ground-floor,184000,2,80,0,0,0,0,0,0,0,0,0,0,B,154,Good,Apartments
Blankenberge,8370,Province of West Flanders,House,house,565000,0,485,0,0,0,0,0,0,0,0,485,0,D,317,Good,Houses
Wavre,1300,Province of Walloon Brabant,House,villa,760000,5,312,1,0,0,0,0,1,1700,0,2307,4,C,201,Good,Luxury Properties
Anderlecht,1070,Brussels-Capital Region,House,apartment-block,830000,4,300,0,0,0,0,0,0,0,0,0,2,Not specified,317,Not specified,Specialized Properties
Braine-le-comte,7090,Province of Hainaut,House,house,575000,4,238,0,0,0,0,0,0,0,0,2565,4,D,285,Not specified,Houses
Bruxelles,1000,Brussels-Capital Region,Apartment,apartment,975000,2,235,0,1,0,1,35,0,0,0,0,0,E,234,As new,Apartments
Koekelberg,1081,Brussels-Capital Region,Apartment,apartment,220000,2,100,0,0,1,1,10,0,0,0,0,2,E,243,To be done up,Apartments
Deurne,2100,Province of Antwerp,House,exceptional-property,575000,3,360,1,0,0,1,28,1,56,0,360,1,C,283,As new,Luxury Properties
Uccle,1180,Brussels-Capital Region,House,mixed-use-building,895000,3,373,0,1,0,0,0,0,0,0,220,3,E,220,Good,Specialized Properties
Molenbeek-saint-jean,1080,Brussels-Capital Region,House,mixed-use-building,700000,3,200,0,0,0,0,0,0,0,0,0,0,G,453,Not specified,Specialized Properties
Watermael-boitsfort,1170,Brussels-Capital Region,Apartment,apartment,289000,2,97,0,0,0,1,8,0,0,0,0,4,F,283,To be done up,Apartments
Oudenaarde,9700,Province of East Flanders,House,mixed-use-building,185000,5,175,0,0,0,0,0,0,0,0,80,2,F,654,To renovate,Specialized Properties
Uccle,1180,Brussels-Capital Region,House,house,550000,4,211,1,0,0,1,12,1,60,0,136,2,G,417,To renovate,Houses
Woluwe-saint-lambert,1200,Brussels-Capital Region,Apartment,apartment,265000,1,63,1,0,0,0,0,0,0,0,0,3,C,148,To be done up,Apartments
Duffel,2570,Province of Antwerp,Apartment,apartment,289000,2,81,1,0,0,1,10,0,0,0,0,2,B,107,Just renovated,Apartments
Ixelles,1050,Brussels-Capital Region,House,mixed-use-building,1145000,3,317,1,1,0,0,0,0,0,0,114,2,D,160,Just renovated,Specialized Properties
Oedelem,8730,Province of West Flanders,Apartment,apartment,188000,2,50,0,0,0,0,0,0,0,0,0,0,E,470,Good,Apartments
